add_time,avaliableStockNum,defaultImageUrl,goodsId,isAllStockEmpty,isCanSell,isExistEmptyStock,isMultiSku,isPreSell,isPutAway,maxPrice,minPrice,putAwayDate,salesNum,sellModelType,sortNum,title
2020-04-28,3000,https://image-c.weimobwmc.com/saas-wxbiz/63f372cd9dce4d21a11b4856b650e3e5.jpg,1208857790189,False,True,False,1,,1,3499.0,3499.0,1586423513000,0,,0,以旧换新 雅迪电动车 锐鹰劲霸版（靠背）（旧车电池48V20AH以上）
2020-04-28,399,https://image-c.weimobwmc.com/saas-wxbiz/dd5699e5e4e742c9969c222a82b12a0b.jpg,1208873200189,False,True,False,1,,1,4299.0,4299.0,1586423518000,0,,0,以旧换新 雅迪电动车 T6劲远版（旧车电池48V20AH以上）
2020-04-28,6000,https://image-c.weimobwmc.com/saas-wxbiz/6089cb2139a240dfb1ed4d835023126b.jpg,1208826650189,False,True,False,1,,1,1999.0,1999.0,1586423522000,0,,0,以旧换新（旧车电池48V20AH以上）雅迪电动车 小金鼠
2020-04-28,7000,https://image-c.weimobwmc.com/saas-wxbiz/8256a7a5a402427287b74da0117677a7.jpg,1208790730189,False,True,False,1,,1,2899.0,2899.0,1586423526000,0,,0,以旧换新 雅迪电动车 米彩五代（旧车电池48V20AH以上）
2020-04-28,12000,https://image-c.weimobwmc.com/saas-wxbiz/8dc0edb3f417477980f15fc99bf6209c.jpg,1208801400189,False,True,False,1,,1,2399.0,2399.0,1586573381000,0,,0,以旧换新 雅迪电动车 小王子轻摩版 (旧车电池48V20AH以上）
2020-04-28,0,https://image-c.weimobwmc.com/saas-wxbiz/933512a320bf44469934741fa941a0cc.png,1208552560189,True,True,True,0,,1,3099.0,3099.0,1586573391000,0,,0,豪战精致靠背版 60V20AH
2020-04-28,0,https://image-c.weimobwmc.com/saas-wxbiz/e28ac975f0554ca187e9a8d43de7f0e4.png,1208552540189,True,True,True,0,,1,3199.0,3199.0,1586573393000,0,,0,雅迪电动车 米彩精致靠背版  60V20AH
2020-04-28,200,https://image-c.weimobwmc.com/saas-wxbiz/df0e7e52f2414e86b0be84ee7c038e07.png,1208545260189,False,True,False,0,,1,2999.0,2999.0,1586573396000,0,,0,沭阳专属 雅迪电动车 尚腾轻摩 48V20AH
2020-04-28,17999,https://image-c.weimobwmc.com/saas-wxbiz/ad66c3aecdf54b3fac095ed3fd3e7874.jpg,1208549190189,False,True,False,1,,1,1399.0,99.0,1586423548000,0,,0,雅迪电动车 尚米新国标 48V12AH 以旧换新 （旧车48V20AH电池）
2020-04-28,502,https://image-c.weimobwmc.com/saas-wxbiz/933512a320bf44469934741fa941a0cc.png,1208549120189,False,True,False,0,,1,2699.0,2699.0,1586423554000,0,,0,豪战精致靠背版 60V20AH  以旧换新 （ 旧车 48V20AH电池）
2020-04-28,8030,https://image-c.weimobwmc.com/saas-wxbiz/aea1ca2759a04ac39e3b6007f173b441.jpg,1208547040189,False,False,False,1,,1,2599.0,2599.0,1586423558000,0,,0,以旧换新 雅迪电动车 米彩精英版（旧车电池48V20AH以上）
2020-04-28,7999,https://image-c.weimobwmc.com/saas-wxbiz/ad66c3aecdf54b3fac095ed3fd3e7874.jpg,1208552100189,False,True,False,1,,1,1599.0,1599.0,1586423564000,0,,0,以旧换新  雅迪电动车 尚米（旧车电池48V20AH以上）
2020-04-28,0,https://image-c.weimobwmc.com/saas-wxbiz/5869212cf1fd412fb7cd8a7ccfd1c7cd.png,1208414000189,True,True,True,0,,1,99.0,99.0,1586423573000,0,,0,【淮南雅迪专用】预交99定金即可享受4月9日直播间秒杀价格
2020-04-28,5,https://image-c.weimobwmc.com/saas-wxbiz/d60918af3fac4151ba5626a7b762473f.jpg,1208221870189,False,True,True,1,,1,14800.0,14800.0,1585567539000,25,,0,雅迪电动车 G5-MAX
2020-04-28,6000,https://image-c.weimobwmc.com/saas-wxbiz/4812b8b2dfaa4abea041b12eb07aa790.jpg,1207854770189,False,True,False,1,,0,2999.0,2999.0,1585415944000,0,,0,【米露轻摩靠背版（广东版）】时尚色彩 实用载物空间想装就装 铅酸60V20AH
2020-04-28,6000,https://image-c.weimobwmc.com/saas-wxbiz/e4ee6409b9e549a3bc3632b4aeb7973a.png,1207473880189,False,True,False,1,,0,3199.0,3199.0,1585289490000,0,,0,【米彩五代劲霸版】  铅酸72V20AH
2020-04-28,7000,https://image-c.weimobwmc.com/saas-wxbiz/8256a7a5a402427287b74da0117677a7.jpg,1207459960189,False,True,False,1,,0,2990.0,2990.0,1585289194000,0,,0,【米彩五代】跨越五代的升级  铅酸60V20AH
2020-04-28,3635,https://image-c.weimobwmc.com/saas-wxbiz/71588a72081b4497bebb7243517bb22f.png,1206996420189,False,True,False,1,,0,206.0,158.0,1585137807000,0,,0,雅迪电动车 两用充电器
2020-04-28,8010,https://image-c.weimobwmc.com/saas-wxbiz/ba1a0b12af794c27b9cb2fab7b5d3d1c.png,1207006340189,False,True,False,0,,0,16.0,16.0,1585137436000,2,,0,轮胎保护剂
2020-04-28,602,https://image-c.weimobwmc.com/saas-wxbiz/abc6ed5b93094adc899d5bc97cd25ef7.png,1206996230189,False,True,False,1,,0,208.0,208.0,1585137335000,1,,1,儿童安全座椅
2020-04-28,2630,https://image-c.weimobwmc.com/saas-wxbiz/5f8fcbe7d48f4517a28cab070f723999.png,1206998110189,False,True,False,1,,0,46.0,46.0,1585137105000,0,,0,运动保温杯
